69,-,0.71,0.47,0.33,0.57,0.17,-,0.34,-,0.68,0.31,0.48
70,0.05,0.57,-,-,-,-,0.25,-,-,-,-,-
72,0.45,-,0.3,0.3,0.3,0.33,-,0.14,0.13,0.12,-,0.52
73,0.03,0.67,-,0.42,0.15,0.22,-,0.72,-,-,0.21,0.53
74,-,0.65,-,0.25,-,-,0.01,0.38,-,-,-,-
75,0.52,-,-,0.57,0.17,-,-,0.19,-,-,0.53,-
76,0.47,0.06,-,-,0.5,0.22,-,0.31,-,-,0.02,0.1
77,0.15,0.16,-,-,0.76,-,-,0.73,-,0.52,-,-
78,-,0.6,-,-,0.58,0.11,-,-,-,-,-,-
79,0.26,-,-,-,0.1,0.22,0.17,-,0.07,0.08,-,-
80,0.1,-,-,0.07,-,-,,,,,,
81,0.35,0.13,0.13,-,-,0.14,,,,,,
83,0.73,-,0.67,-,0.61,-,,,,,,
87,0.52,0.15,0.38,-,0.47,-,,,,,,
89,-,-,-,-,-,-,,,,,,
90,-,0.65,0.11,0.47,0.55,-,,,,,,
91,0.71,-,0.45,-,0.59,-,,,,,,
93,0.57,0.03,0.62,0.03,0.6,0.05,,,,,,
95,0.16,0.63,0.77,-,0.43,-,-,0.7,0.05,0.7,0.17,0.57
98,0.03,0.48,0.09,0.58,0.63,0.02,0.09,0.62,0.43,0.14,0.24,0.42
101,-,0.65,0.66,-,0.7,-,-,-,0.02,0.47,0.13,0.58
97,0.13,0.63,0.78,-,-,-,-,0.64,0.4,-,0.32,0.17
102,-,0.35,0.01,0.68,-,-,0.64,-,0.35,-,-,0.16
103,0.36,-,0.41,0.37,0.44,0.33,0.52,0.17,0.78,-,0.76,-
P96,-,0.61,0.14,0.2,0.53,-,-,0.66,0.12,0.55,0.38,0.15
