"Subject_ID" "acc1" "RT1" "response1" "acc2" "RT2" "response2" "acc3" "RT3" "response3" "acc4" "RT4" "response4" "acc5" "RT5" "response5" "acc6" "RT6" "response6" "acc7" "RT7" "response7" "acc8" "RT8" "response8" "acc9" "RT9" "response9" "acc10" "RT10" "response10" "acc11" "RT11" "response11" "acc12" "response12" "RT12" "acc13" "RT13" "response13" "acc14" "RT14" "response14" "acc15" "RT15" "response15" "acc16" "RT16" "response16" "acc17" "RT17" "response17" "acc18" "RT18" "response18" "acc19" "RT19" "response19" "acc20" "RT20" "response20"
136 1 2144 2 0 1825 1 1 2604 1 1 2018 2 1 1740 1 1 2327 1 1 1996 2 1 2074 1 1 2295 2 1 2233 1 1 2003 1 0 2708 1 1 1378 1 1 2302 2 1 2862 1 1 2253 2 1 2573 1 0 1972 2 1 1751 2 1 2731 2
138 0 2081 1 0 1829 1 1 2505 1 0 2220 1 1 2107 1 0 3835 2 0 1642 1 1 1765 1 0 13758 1 1 7319 1 1 3679 1 0 5879 1 1 9000 1 1 3830 2 1 2531 1 0 1999 1 1 7387 1 1 5925 1 0 15808 1 0 1727 1
14 0 9524 1 1 5188 1 0 4443 2 1 4143 2 0 1682 2 1 2630 2 0 3772 2 1 1912 2 1 2458 2 1 3633 1 1 3159 2 1 4288 2 0 2373 2 0 3522 2 1 3634 2 1 3293 1 1 3932 2 1 5405 1 1 3242 1 1 4864 2
15 1 4057 1 0 1477 1 1 1070 2 1 1257 1 0 1319 1 1 3248 1 1 3277 2 1 1683 1 0 1766 2 0 1823 1 0 1219 2 1 1503 1 1 954 2 0 3449 1 1 3622 1 0 988 1 0 1221 2 1 1272 2 1 1225 2 1 1256 1
16 1 10035 2 1 3794 1 1 3383 1 1 3207 2 1 3821 1 1 4854 2 0 3841 2 1 3868 2 1 3501 2 1 2689 1 1 6616 2 1 6570 2 1 3604 1 1 3354 1 1 4451 2 1 2620 1 1 4590 2 1 4499 1 1 4123 1 1 2634 2
17 1 5310 1 0 1523 1 0 1302 1 1 939 1 0 1121 1 0 1387 2 0 1252 1 0 1314 2 0 1666 2 0 1878 1 0 1514 2 1 1329 1 1 1157 2 0 2299 1 1 1589 1 0 1336 1 1 1358 1 0 1676 1 1 1967 2 1 1184 1
18 0 3735 1 1 4042 1 0 1936 1 1 3740 1 0 1199 1 1 5629 1 0 3011 1 1 3142 1 1 3805 1 0 6330 1 1 5137 1 0 12117 1 0 2493 1 0 2813 2 0 4939 1 1 10328 1 0 4085 2 0 5037 1 1 5618 1 0 4125 1
19 1 5040 1 1 2715 2 1 2002 1 0 2665 1 1 1288 1 1 1131 2 0 2845 2 1 2707 2 0 1213 1 0 947 2 1 3138 2 0 8154 2 1 2381 1 1 995 2 0 755 2 1 1818 2 0 1697 1 0 3567 2 0 3576 1 1 2844 1
20 0 15405 2 1 5951 2 0 10639 2 1 6687 2 0 2710 2 0 2935 1 0 6925 2 1 4523 2 1 2101 2 0 1842 2 1 9970 2 1 1804 1 0 6238 2 1 1090 2 1 3304 1 0 2410 1 0 8814 1 0 7771 2 1 5499 2 1 4640 1
21 0 5926 2 0 1723 1 1 9023 1 1 9427 2 1 5893 1 0 8803 1 0 10116 2 0 5623 1 1 9113 2 0 6898 2 0 4518 1 1 2869 1 1 3780 1 0 4357 1 1 3146 1 0 5217 1 0 1618 1 1 2145 1 0 3699 1 1 1505 1
22 1 3413 1 0 16484 1 0 14022 2 0 7888 1 0 27351 2 1 1246 2 0 2376 2 1 8734 2 1 8515 2 1 56828 1 1 9939 1 1 2040 1 0 3842 1 1 7005 1 0 1011 1 1 2126 2 0 2392 2 1 2498 2 0 5127 2 999 999 999
23 1 1935 1 0 5014 1 1 1378 1 0 442 1 1 1194 1 0 1650 1 1 1074 1 0 1001 1 0 1191 1 1 1409 1 0 1116 2 0 3513 2 1 1603 2 0 1553 2 1 1217 2 1 997 2 0 1307 2 1 4861 2 0 7750 2 999 999 999
24 1 2741 1 1 2841 2 0 3560 2 0 2100 1 0 1170 2 0 1956 1 0 4293 2 1 2574 2 1 7829 2 1 5600 1 1 4146 2 0 3214 2 0 3981 2 1 2454 2 0 3319 2 1 4380 2 1 1653 2 0 2445 2 1 4178 2 1 3560 1
26 0 6127 2 1 16515 1 0 4274 1 1 2777 1 0 4382 1 0 2095 1 1 6811 1 0 1391 1 1 10522 1 0 2254 1 0 1705 1 1 3619 1 0 9250 1 1 2047 1 0 3262 1 1 47849 1 0 1768 1 0 182 1 1 12362 1 1 732 1
28 1 2568 2 0 2867 1 1 9281 1 0 1977 1 0 2519 2 0 2961 2 0 2424 1 0 569 2 1 3898 2 1 3373 1 1 8447 1 1 6948 2 1 5893 1 0 3720 1 1 5443 1 1 2701 2 0 4661 2 0 2202 2 1 5857 2 0 2732 1
3 0 2043 1 0 1745 2 0 1602 2 1 1617 2 0 886 2 1 1826 2 0 1789 2 0 1640 1 1 2727 2 0 1104 2 1 1918 2 1 1750 2 0 2067 2 1 4077 1 0 1765 1 0 1300 2 0 6081 1 1 13363 1 1 16001 1 0 3123 1
31 0 5422 2 0 5763 2 1 2820 2 0 3924 2 0 3507 1 0 2620 1 0 4262 2 0 2716 1 1 3351 1 0 3123 1 1 2872 2 1 3780 1 0 3151 1 0 2715 2 0 3112 1 1 3719 1 0 2473 1 0 2583 1 1 2791 1 0 2842 2
33 1 5969 1 1 6716 1 0 6440 1 1 2964 1 0 9363 1 0 5957 1 1 1776 1 0 5772 1 1 7732 1 0 3096 1 0 10091 1 1 11394 1 0 2245 1 1 3365 1 0 4073 1 1 4874 1 0 4438 1 0 8986 1 1 2355 1 0 10768 2
34 1 3428 2 1 1711 2 0 3295 2 0 2150 1 0 5213 2 0 2196 2 1 3779 2 0 1357 2 1 2685 2 1 6166 1 1 6027 1 0 7267 1 0 10559 2 1 2974 2 0 4026 2 1 7892 2 0 2861 2 0 3439 2 1 2876 2 0 101 1
35 0 3557 2 1 2170 1 0 1120 1 1 1537 1 0 962 1 0 1734 1 1 965 1 0 1357 1 1 1359 1 1 2146 2 0 5176 1 1 1500 1 0 1657 1 1 1129 1 0 2217 1 0 2065 2 1 2241 2 1 2351 2 0 3038 2 0 2157 2
36 1 3319 2 1 3314 2 0 2583 2 1 2423 2 1 3438 1 1 3332 1 0 1950 1 1 2554 1 0 1704 1 0 1905 2 1 2821 1 0 2736 1 1 1583 1 0 1393 1 0 2372 2 0 1529 1 1 1688 1 1 2265 1 0 3066 1 0 2497 1
37 0 1788 2 1 1490 1 1 1325 2 0 2068 2 0 2201 1 0 2220 1 1 6866 1 0 1644 1 1 2016 1 0 1481 1 999 2424 57 1 1730 1 0 2053 1 1 2359 1 1 2671 2 1 201 1 0 2350 1 0 1982 1 1 1502 1 1 2015 1
38 0 4537 1 0 3011 1 1 2088 1 0 4139 1 1 3589 1 0 2992 2 0 4128 1 1 6136 1 0 3146 1 1 3809 1 0 9854 2 0 3105 1 1 7297 1 0 4345 1 1 4529 1 0 2757 1 0 6834 2 1 4735 1 0 10358 1 1 7671 2
39 0 3612 2 1 4924 1 0 3506 1 0 3131 2 1 2377 2 0 1859 1 1 1506 1 0 4262 1 0 4238 2 0 3957 1 1 2691 2 1 1284 1 1 3694 2 0 5584 2 0 22439 1 0 3292 2 0 1718 1 1 1470 2 0 19450 2 0 4714 2
4 0 17316 2 0 1921 1 1 1643 2 1 67538 1 1 24715 2 1 3854 1 0 2724 1 0 2960 2 0 1892 2 0 7160 1 1 12983 1 1 2726 1 0 2377 1 0 1032 1 1 2165 1 1 1742 2 0 1337 2 0 1275 1 1 1657 2 1 1423 1
40 0 5513 2 1 6525 1 1 3345 2 0 3920 2 1 2818 2 1 2828 2 0 17052 2 1 4966 2 0 3310 2 1 1064 2 0 4328 1 0 4012 2 1 3126 2 1 2903 1 1 3359 2 0 5476 2 0 4991 1 1 6151 2 0 1409 2 0 1175 2
41 0 9145 2 1 3083 2 1 4306 2 1 4717 1 1 3321 2 1 4295 2 0 7584 2 0 3212 2 1 2897 2 0 3430 1 1 3445 2 1 2810 1 1 7483 1 0 5450 2 0 30786 1 1 5857 2 0 7063 2 0 6683 1 0 6482 2 1 3152 1
42 1 5445 2 1 4553 2 0 3117 2 1 2528 2 1 6220 1 1 15785 1 1 2950 2 1 2203 1 1 4262 2 1 3791 1 1 10366 1 1 2815 2 0 2731 2 0 2484 1 1 2483 1 1 6128 2 0 1606 2 0 3308 2 0 2536 1 0 2780 1
43 0 7535 2 0 4754 2 1 4875 2 0 3013 2 1 2169 2 1 3868 2 0 4906 2 1 3593 2 0 5241 2 1 4121 2 0 4790 1 1 4226 1 0 6272 1 0 5264 2 0 5210 1 0 3970 2 0 21189 1 1 6282 2 1 4768 1 0 4908 2
44 1 9396 1 1 4735 2 1 3816 2 1 6755 1 1 4232 2 0 6046 1 1 4219 1 1 4061 1 1 5188 2 1 3561 2 1 5978 2 1 5202 1 1 3379 1 1 4226 1 0 4682 2 1 3382 2 1 3414 1 1 4050 2 1 3204 1 1 4571 1
45 1 2063 1 1 4783 1 0 4538 1 1 2312 1 0 3063 1 0 2603 1 0 3286 2 0 2078 1 1 1924 1 0 1818 1 0 1607 1 1 2885 1 0 1970 1 1 2014 1 1 4685 2 1 2048 1 1 8854 2 1 4003 2 0 4680 2 0 3885 2
46 0 1869 1 0 988 1 1 1257 1 0 1603 1 1 873 1 1 1780 1 0 1376 1 1 1223 1 1 989 2 0 3182 2 0 7570 2 1 1384 2 0 727 2 1 839 2 1 4009 1 1 1337 2 0 999 2 0 694 2 1 889 2 1 694 2
47 1 7295 1 1 5152 1 1 11065 2 999 3326 57 999 118 57 0 19846 1 1 3048 1 0 1530 1 0 3342 2 1 1641 2 1 1223 2 0 1155 2 1 10457 2 0 1282 2 1 1447 2 0 997 2 1 2815 2 1 1994 2 0 8003 2 0 27070 2
48 1 18876 2 0 2401 1 0 2497 2 1 1833 2 0 1217 2 0 9370 2 0 3470 1 1 9758 1 0 1712 1 1 1482 1 0 3793 2 0 3418 1 1 1700 1 0 974 1 1 990 1 0 906 1 1 1242 1 1 1608 1 0 4057 1 0 2183 1
49 0 2854 2 0 3165 2 1 1796 2 0 2272 2 1 1989 2 1 1907 2 0 1881 2 0 1927 1 1 3041 1 1 2079 2 1 1873 2 0 1766 2 1 1755 2 0 1335 2 1 1549 2 0 2690 2 0 1329 1 1 3700 2 0 1474 2 0 1074 2
50 1 2322 2 1 1597 2 0 32996 2 0 2935 1 0 4569 2 0 1886 2 1 1331 2 0 1034 2 1 1087 2 0 899 2 1 720 1 0 4378 1 1 49988 1 0 32973 1 0 42879 2 0 5630 1 1 45506 1 0 25698 2 1 5053 2 1 1636 2
51 0 2724 2 1 4868 1 0 7641 1 0 4572 2 0 4014 1 1 2951 2 0 2684 2 0 4497 1 1 3522 1 1 4725 2 1 3150 2 1 3190 1 0 3806 1 0 3125 2 0 4003 1 1 3860 1 0 4155 1 1 3346 2 0 6467 2 0 3624 2
52 1 23130 1 1 3507 2 1 3964 2 1 5247 1 1 4716 2 1 4649 2 0 4295 2 1 10920 1 1 3036 2 1 2778 2 0 3407 1 1 6950 1 1 2186 1 1 10588 1 1 3125 1 0 7926 1 1 3766 1 1 2340 2 0 22075 2 1 3047 1
53 0 3195 2 1 15121 1 1 1879 2 0 3364 2 0 3427 1 0 5193 1 0 11830 2 1 1652 2 0 21557 2 0 3907 1 0 8263 1 0 3260 2 0 5081 1 0 11198 2 1 2438 2 1 8022 1 0 5988 1 1 1882 2 0 6159 2 0 4092 2
54 1 2692 2 1 2545 2 0 2590 2 0 2806 1 1 5006 1 0 3591 2 0 4378 1 1 1360 1 1 2494 2 1 1683 1 1 5351 1 0 4478 1 1 4615 1 1 2862 2 0 5365 2 1 6856 2 0 4039 2 0 2309 2 1 3437 2 1 2578 2
55 0 3385 2 1 2609 1 0 8127 1 0 12921 2 0 0 0 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999
56 0 2966 1 0 4482 1 1 3527 1 0 2272 1 0 4116 2 0 2501 2 0 1601 1 1 1864 1 1 2661 2 0 2949 2 1 1949 1 1 1640 2 0 5880 2 0 2153 1 0 1679 2 1 48848 2 0 1589 2 1 3258 1 1 3191 2 0 2279 1
57 0 4012 2 0 2065 2 1 1159 2 0 1454 2 1 3234 2 1 2089 2 0 1086 2 1 1141 2 0 3286 2 1 1817 2 1 2609 2 0 1468 2 1 1704 2 0 862 2 1 8925 2 0 1673 2 0 4386 1 0 1952 1 0 2506 2 1 5155 1
59 0 2012 2 1 4376 1 1 7714 2 1 6376 1 1 6232 2 1 9272 2 1 3884 1 0 2965 1 0 9114 2 1 2373 2 0 1328 1 1 1123 1 1 4722 2 0 4725 2 1 4525 2 0 2398 2 0 3898 1 1 2346 2 0 5735 2 0 2801 2
60 1 1010 2 0 2303 1 0 1887 2 1 1789 2 1 2174 1 1 2744 1 0 22125 1 1 2595 1 0 1780 1 0 4448 2 0 2151 2 0 6699 1 0 5648 2 0 1916 1 1 1119 1 1 1831 2 0 1520 2 999 26637 57 0 7326 1 0 5719 1
61 999 31546 57 1 16404 1 999 34897 57 999 12597 57 999 15817 57 999 28262 57 999 36177 57 0 0 0 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999
62 0 2168 2 0 3217 2 1 1417 2 1 5395 1 0 2547 1 1 3506 2 0 3422 2 0 4131 1 1 3662 1 1 3117 2 1 6253 2 1 5232 1 0 3973 1 1 5552 1 0 3612 1 1 25403 1 0 5567 1 0 4669 1 1 6662 1 0 3449 2
63 0 5998 2 1 3760 1 1 2756 2 1 3230 1 1 1803 2 0 2343 1 0 2079 2 0 1524 1 0 2495 2 1 2626 2 1 1549 2 0 1657 2 1 1040 2 0 2978 2 1 2258 2 1 3507 1 0 2150 1 1 2538 2 0 2723 2 1 6601 1
64 1 4550 2 1 6019 1 1 3955 1 1 5386 2 1 5570 1 1 2001 1 0 4191 1 0 3044 1 1 6445 1 1 4599 1 0 4457 2 0 5029 1 1 3417 2 1 6635 2 1 4633 1 1 3716 1 1 15108 2 0 8180 2 1 7236 2 1 2086 2
65 1 1467 1 1 1881 1 0 1474 1 0 1494 2 1 1246 2 1 2101 2 0 1705 2 0 2271 1 1 1825 1 0 3879 1 0 4131 1 1 2094 1 1 3835 2 0 3604 2 1 3020 2 0 3097 2 1 3275 2 1 6231 2 0 2795 2 0 2733 2
66 1 6025 2 0 3050 1 0 2421 2 1 1190 2 0 882 2 1 1097 1 1 1003 2 0 1333 2 1 997 2 0 938 2 0 2528 2 1 1742 2 0 2058 2 0 5499 1 1 1021 1 0 2868 1 1 1942 1 1 1218 1 1 1136 2 0 994 1
67 0 2794 2 0 3078 2 1 2400 2 1 3177 1 0 2137 1 0 2011 1 0 4652 2 1 1903 2 0 6568 2 0 3229 1 0 2415 1 1 2899 1 0 3395 1 0 2050 2 0 2041 1 0 1753 2 1 1943 2 1 3643 2 1 2619 1 0 2636 2
68 1 3520 2 1 4720 2 0 2921 2 1 122 2 1 2310 1 0 5635 2 0 7752 1 0 2374 2 1 3011 2 0 3384 2 1 2478 1 1 2745 2 0 2672 2 0 1815 1 1 8590 1 0 5169 1 0 2535 2 0 11510 2 0 8566 1 1 4047 2
69 0 3012 2 1 2291 1 0 1481 1 0 1247 2 0 1542 1 1 844 2 1 1465 1 1 1214 2 1 1799 1 1 1198 2 0 1847 1 1 1192 1 1 1342 2 0 1329 2 0 1393 1 0 1319 2 1 1209 2 1 1526 2 0 1885 2 0 5398 2
7 1 3235 1 0 3248 1 0 2118 1 0 2394 2 1 3124 2 0 2277 2 0 2865 1 0 2467 2 0 1986 2 1 3095 2 1 2758 1 0 2522 2 0 2057 1 0 2222 1 0 3678 2 0 3435 1 0 3002 2 0 3082 1 0 2494 1 0 2152 2
70 0 9721 1 1 1811 1 1 1726 1 0 2007 1 0 2428 2 1 3841 1 0 1799 1 0 1805 1 0 4408 2 1 3786 1 0 1258 2 1 3056 2 0 2575 1 0 2037 1 1 3098 1 1 1017 1 0 698 1 1 1583 1 0 3097 1 0 1564 1
71 0 4133 1 0 4233 1 0 3066 2 1 1617 2 0 1081 2 0 3152 2 1 2388 2 0 2765 2 1 4105 2 0 7134 2 0 6801 2 0 1829 1 1 4799 1 1 2294 2 0 7005 2 1 12881 2 1 2075 1 0 10382 2 1 2870 2 1 4318 2
73 0 2688 2 1 1457 1 1 1337 2 1 2834 1 1 2526 2 1 1226 2 0 1306 2 1 1169 2 1 1485 1 0 1633 1 0 3358 1 1 1596 1 1 1497 2 1 1446 1 1 1973 2 0 2376 2 1 1915 2 1 2095 2 0 1363 2 0 1888 2
74 1 5173 2 0 7082 1 1 4146 1 0 6388 1 1 6987 1 0 21075 2 1 2389 2 0 3940 2 1 10967 2 0 5074 2 1 3537 1 0 3379 1 1 3626 1 1 6969 2 1 4937 1 1 3548 2 0 2081 2 1 3863 1 0 2088 1 0 2016 1
75 1 4510 1 0 2405 2 0 1785 1 0 1017 2 1 1233 2 1 2283 2 0 1839 2 0 1446 1 1 2726 1 1 2172 2 1 2565 2 0 1363 2 0 3061 1 0 4028 2 0 2180 1 1 935 1 1 4265 2 0 2863 1 0 2838 2 0 1983 2
76 0 6909 1 0 2162 1 0 3061 2 1 2217 2 1 2273 1 1 2168 1 1 2127 2 0 4201 2 0 2128 1 1 1986 1 0 3652 2 1 2489 2 0 3538 2 0 2269 1 1 2851 1 1 2348 2 1 2495 1 0 2992 2 1 2323 2 1 2436 2
77 0 3294 2 1 2925 1 0 3195 1 0 5152 2 0 10461 1 0 9047 1 1 2665 1 1 5400 2 0 3559 2 0 2186 1 0 2484 1 1 31634 1 0 5543 1 1 5001 1 1 779 2 0 1547 2 0 2662 1 1 23580 2 0 6574 2 1 2991 1
78 0 2590 1 0 1848 1 1 2461 1 0 1777 1 1 1059 1 0 2609 2 1 1878 2 0 1338 2 1 1707 2 0 1337 2 0 2257 2 1 1143 2 0 1560 2 1 1324 2 0 1504 2 1 1127 2 0 1888 2 0 932 2 1 930 2 1 5288 2
81 0 4047 2 0 1747 2 1 3663 2 0 1710 2 0 4156 1 1 2769 2 0 2237 2 1 2112 2 0 1564 2 1 3489 2 0 2371 1 1 2708 1 1 8000 2 0 7230 2 0 4506 1 1 2981 1 1 6581 2 1 5605 2 1 6812 1 0 4058 2
83 0 5696 2 0 3101 2 1 1473 2 1 1277 1 0 1574 1 0 1853 1 1 1866 1 0 5963 1 1 3183 1 0 3651 1 0 3985 1 0 4250 2 0 3555 1 1 4149 1 0 4738 1 1 4744 1 0 3765 1 1 3122 2 1 3663 1 0 2409 2
86 0 2964 1 1 1602 2 0 3376 2 1 1857 2 0 1954 2 0 1349 2 1 1268 2 0 1024 2 0 2322 1 0 1833 2 0 1923 2 1 1071 2 0 592 2 0 1558 1 0 973 2 1 1410 2 1 1120 1 1 1393 1 1 5896 2 1 2210 2
87 999 6494 57 999 7882 57 1 3591 2 999 7014 57 999 5865 57 1 1929 2 0 3120 2 1 2472 2 1 2707 1 1 2606 2 1 2846 2 0 3358 2 1 2811 2 0 1925 2 1 1860 2 1 3198 1 1 3043 2 1 3737 2 1 3444 1 1 2650 1
89 1 1741 1 1 3502 1 1 3671 2 1 2243 1 0 2286 1 1 1674 2 1 2204 1 0 2102 1 1 3226 1 0 1732 1 999 19248 57 1 2095 1 0 2415 1 0 2593 2 1 6930 2 0 1946 2 1 9252 2 1 1944 2 0 2866 2 1 6169 1
9 1 5235 1 0 2717 1 0 4512 1 0 2304 2 1 1632 2 0 2738 2 0 22116 1 0 2505 2 0 5847 2 1 1458 2 0 34454 2 0 23136 2 0 3737 1 0 11152 1 0 1862 2 0 54943 1 0 1178 2 0 5744 1 0 9335 1 1 7413 1
90 1 6192 2 1 4113 2 1 2627 1 1 2707 2 1 2515 1 1 2690 1 1 2839 2 1 2786 1 1 2520 2 1 4165 1 1 3663 1 1 2859 2 1 2642 1 1 4652 2 1 3020 1 1 2599 2 1 2793 1 1 3194 1 1 3176 2 1 2460 2
91 0 17605 2 1 5092 1 1 3638 2 1 2551 1 0 3329 1 1 4219 2 1 2203 1 0 2418 1 1 4337 1 0 4535 1 0 13755 1 1 7113 1 0 15726 1 1 3354 1 0 2375 1 0 2120 2 0 2668 1 0 2116 1 1 1903 1 1 3670 1
